0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.840000000000000000e+02,4.000000000000000000e+00
2.000000000000000000e+00,4.000000000000000000e+02,4.000000000000000000e+00
3.000000000000000000e+00,4.000000000000000000e+02,5.000000000000000000e+00
4.000000000000000000e+00,3.330000000000000000e+02,8.000000000000000000e+00
5.000000000000000000e+00,2.710000000000000000e+02,8.000000000000000000e+00
6.000000000000000000e+00,3.890000000000000000e+02,8.000000000000000000e+00
7.000000000000000000e+00,1.430000000000000000e+02,8.000000000000000000e+00
8.000000000000000000e+00,8.600000000000000000e+01,8.000000000000000000e+00
9.000000000000000000e+00,2.990000000000000000e+02,8.000000000000000000e+00
1.000000000000000000e+01,1.330000000000000000e+02,8.000000000000000000e+00
